4000	0.5
-1000.0	-1000.0
-999.4998749687422	-999.4998749687422
-998.9997499374844	-998.9997499374844
-998.4996249062266	-998.4996249062266
-997.9994998749687	-997.9994998749687
-997.4993748437109	-997.4993748437109
-996.9992498124531	-996.9992498124531
-996.4991247811953	-996.4991247811953
-995.9989997499375	-995.9989997499375
-995.4988747186796	-995.4988747186796
-994.9987496874219	-994.9987496874219
-994.498624656164	-994.498624656164
-993.9984996249062	-993.9984996249062
-993.4983745936485	-993.4983745936485
-992.9982495623906	-992.9982495623906
-992.4981245311328	-992.4981245311328
-991.9979994998749	-991.9979994998749
-991.4978744686172	-991.4978744686172
-990.9977494373593	-990.9977494373593
-990.4976244061015	-990.4976244061015
-989.9974993748438	-989.9974993748438
-989.4973743435859	-989.4973743435859
-988.9972493123281	-988.9972493123281
-988.4971242810702	-988.4971242810702
-987.9969992498125	-987.9969992498125
-987.4968742185547	-987.4968742185547
-986.9967491872968	-986.9967491872968
-986.496624156039	-986.496624156039
-985.9964991247812	-985.9964991247812
-985.4963740935234	-985.4963740935234
-984.9962490622655	-984.9962490622655
-984.4961240310078	-984.4961240310078
-983.99599899975	-983.99599899975
-983.4958739684921	-983.4958739684921
-982.9957489372343	-982.9957489372343
-982.4956239059765	-982.4956239059765
-981.9954988747187	-981.9954988747187
-981.4953738434608	-981.4953738434608
-980.995248812203	-980.995248812203
-980.4951237809453	-980.4951237809453
-979.9949987496874	-979.9949987496874
-979.4948737184296	-979.4948737184296
-978.9947486871718	-978.9947486871718
-978.494623655914	-978.494623655914
-977.9944986246562	-977.9944986246562
-977.4943735933983	-977.4943735933983
-976.9942485621406	-976.9942485621406
-976.4941235308827	-976.4941235308827
-975.9939984996249	-975.9939984996249
-975.493873468367	-975.493873468367
-974.9937484371093	-974.9937484371093
-974.4936234058515	-974.4936234058515
-973.9934983745936	-973.9934983745936
-973.4933733433359	-973.4933733433359
-972.993248312078	-972.993248312078
-972.4931232808202	-972.4931232808202
-971.9929982495623	-971.9929982495623
-971.4928732183046	-971.4928732183046
-970.9927481870468	-970.9927481870468
-970.4926231557889	-970.4926231557889
-969.9924981245312	-969.9924981245312
-969.4923730932733	-969.4923730932733
-968.9922480620155	-968.9922480620155
-968.4921230307577	-968.4921230307577
-967.9919979994999	-967.9919979994999
-967.4918729682421	-967.4918729682421
-966.9917479369842	-966.9917479369842
-966.4916229057264	-966.4916229057264
-965.9914978744686	-965.9914978744686
-965.4913728432108	-965.4913728432108
-964.991247811953	-964.991247811953
-964.4911227806952	-964.4911227806952
-963.9909977494374	-963.9909977494374
-963.4908727181795	-963.4908727181795
-962.9907476869217	-962.9907476869217
-962.4906226556639	-962.4906226556639
-961.9904976244061	-961.9904976244061
-961.4903725931483	-961.4903725931483
-960.9902475618904	-960.9902475618904
-960.4901225306327	-960.4901225306327
-959.9899974993748	-959.9899974993748
