4000	0.5
-1000.0	1.0
-999.4998749687422	1.0
-998.9997499374844	1.0
-998.4996249062266	1.0
-997.9994998749687	1.0
-997.4993748437109	1.0
-996.9992498124531	1.0
-996.4991247811953	1.0
-995.9989997499375	1.0
-995.4988747186796	1.0
-994.9987496874219	1.0
-994.498624656164	1.0
-993.9984996249062	1.0
-993.4983745936485	1.0
-992.9982495623906	1.0
-992.4981245311328	1.0
-991.9979994998749	1.0
-991.4978744686172	1.0
-990.9977494373593	1.0
-990.4976244061015	1.0
-989.9974993748438	1.0
-989.4973743435859	1.0
-988.9972493123281	1.0
-988.4971242810702	1.0
-987.9969992498125	1.0
-987.4968742185547	1.0
-986.9967491872968	1.0
-986.496624156039	1.0
-985.9964991247812	1.0
-985.4963740935234	1.0
-984.9962490622655	1.0
-984.4961240310078	1.0
-983.99599899975	1.0
-983.4958739684921	1.0
-982.9957489372343	1.0
-982.4956239059765	1.0
-981.9954988747187	1.0
-981.4953738434608	1.0
-980.995248812203	1.0
-980.4951237809453	1.0
-979.9949987496874	1.0
-979.4948737184296	1.0
-978.9947486871718	1.0
-978.494623655914	1.0
-977.9944986246562	1.0
-977.4943735933983	1.0
-976.9942485621406	1.0
-976.4941235308827	1.0
-975.9939984996249	1.0
-975.493873468367	1.0
-974.9937484371093	1.0
-974.4936234058515	1.0
-973.9934983745936	1.0
-973.4933733433359	1.0
-972.993248312078	1.0
-972.4931232808202	1.0
-971.9929982495623	1.0
-971.4928732183046	1.0
-970.9927481870468	1.0
-970.4926231557889	1.0
-969.9924981245312	1.0
-969.4923730932733	1.0
-968.9922480620155	1.0
-968.4921230307577	1.0
-967.9919979994999	1.0
-967.4918729682421	1.0
-966.9917479369842	1.0
-966.4916229057264	1.0
-965.9914978744686	1.0
-965.4913728432108	1.0
-964.991247811953	1.0
-964.4911227806952	1.0
-963.9909977494374	1.0
-963.4908727181795	1.0
-962.9907476869217	1.0
-962.4906226556639	1.0
-961.9904976244061	1.0
-961.4903725931483	1.0
-960.9902475618904	1.0
-960.4901225306327	1.0
-959.9899974993748	1.0
-959.489872468117	1.0
-958.9897474368593	1.0
-958.4896224056014	1.0
-957.9894973743436	1.0
-957.4893723430857	1.0
-956.989247311828	1.0
-956.4891222805701	1.0
-955.9889972493123	1.0
-955.4888722180546	1.0
-954.9887471867967	1.0
-954.4886221555389	1.0
-953.988497124281	1.0
-953.4883720930233	1.0
-952.9882470617654	1.0
-952.4881220305076	1.0
-951.9879969992498	1.0
-951.487871967992	1.0
-950.9877469367342	1.0
-950.4876219054763	1.0
-949.9874968742186	1.0
-949.4873718429608	1.0
-948.9872468117029	1.0
-948.4871217804451	1.0
-947.9869967491873	1.0
-947.4868717179295	1.0
-946.9867466866717	1.0
-946.4866216554138	1.0
-945.9864966241561	1.0
-945.4863715928982	1.0
